Date,Medication,Units_Sold
2023-12-01,Molnupiravir,83
2023-12-02,Molnupiravir,72
2023-12-03,Molnupiravir,105
2023-12-04,Molnupiravir,119
2023-12-05,Molnupiravir,124
2023-12-06,Molnupiravir,113
2023-12-07,Molnupiravir,92
2023-12-08,Molnupiravir,77
2023-12-09,Molnupiravir,86
2023-12-10,Molnupiravir,101
2023-12-11,Molnupiravir,120
2023-12-12,Molnupiravir,122
2023-12-13,Molnupiravir,109
2023-12-14,Molnupiravir,93
2023-12-15,Molnupiravir,83
2023-12-16,Molnupiravir,89
2023-12-17,Molnupiravir,108
2023-12-18,Molnupiravir,118
2023-12-19,Molnupiravir,122
2023-12-20,Molnupiravir,107
2023-12-21,Molnupiravir,89
2023-12-22,Molnupiravir,76
2023-12-23,Molnupiravir,68
2023-12-24,Molnupiravir,95
2023-12-25,Molnupiravir,114
2023-12-26,Molnupiravir,117
2023-12-27,Molnupiravir,110
2023-12-28,Molnupiravir,87
2023-12-29,Molnupiravir,76
2023-12-30,Molnupiravir,73
2023-12-31,Molnupiravir,102
2023-01-01,Paracetamol,95
2023-01-02,Paracetamol,112
2023-01-03,Paracetamol,122
2023-01-04,Paracetamol,104
2023-01-05,Paracetamol,93
2023-01-06,Paracetamol,74
2023-01-07,Paracetamol,84
2023-01-08,Paracetamol,96
2023-01-09,Paracetamol,114
2023-01-10,Paracetamol,128
2023-01-11,Paracetamol,103
2023-01-12,Paracetamol,106
2023-01-13,Paracetamol,88
2023-01-14,Paracetamol,111
2023-01-15,Paracetamol,136
2023-01-16,Paracetamol,148
2023-01-17,Paracetamol,132
2023-01-18,Paracetamol,119
2023-01-19,Paracetamol,107
2023-01-20,Paracetamol,81
2023-01-21,Paracetamol,84
2023-01-22,Paracetamol,99
2023-01-23,Paracetamol,118
2023-01-24,Paracetamol,119
2023-01-25,Paracetamol,110
2023-01-26,Paracetamol,89
2023-01-27,Paracetamol,75
2023-01-28,Paracetamol,95
2023-01-29,Paracetamol,99
2023-01-30,Paracetamol,131
2023-01-31,Paracetamol,121
2023-02-01,Paracetamol,111
2023-02-02,Paracetamol,89
2023-02-03,Paracetamol,77
2023-02-04,Paracetamol,82
2023-02-05,Paracetamol,95
2023-02-06,Paracetamol,111
2023-02-07,Paracetamol,128
2023-02-08,Paracetamol,112
2023-02-09,Paracetamol,98
2023-02-10,Paracetamol,86
2023-02-11,Paracetamol,81
2023-02-12,Paracetamol,92
2023-02-13,Paracetamol,113
2023-02-14,Paracetamol,119
2023-02-15,Paracetamol,114
2023-02-16,Paracetamol,91
2023-02-17,Paracetamol,95
2023-02-18,Paracetamol,82
2023-02-19,Paracetamol,102
2023-02-20,Paracetamol,112
2023-02-21,Paracetamol,121
2023-02-22,Paracetamol,108
2023-02-23,Paracetamol,90
2023-02-24,Paracetamol,77
2023-02-25,Paracetamol,85
2023-02-26,Paracetamol,104
2023-02-27,Paracetamol,110
2023-02-28,Paracetamol,119
2023-03-01,Paracetamol,111
2023-03-02,Paracetamol,94
2023-03-03,Paracetamol,89
2023-03-04,Paracetamol,87
2023-03-05,Paracetamol,97
2023-03-06,Paracetamol,112
2023-03-07,Paracetamol,116
2023-03-08,Paracetamol,105
2023-03-09,Paracetamol,92
2023-03-10,Paracetamol,82
2023-03-11,Paracetamol,88
2023-03-12,Paracetamol,103
2023-03-13,Paracetamol,121
2023-03-14,Paracetamol,116
2023-03-15,Paracetamol,116
2023-03-16,Paracetamol,88
2023-03-17,Paracetamol,82
2023-03-18,Paracetamol,83
2023-03-19,Paracetamol,99
2023-03-20,Paracetamol,118
2023-03-21,Paracetamol,112
2023-03-22,Paracetamol,104
2023-03-23,Paracetamol,95
2023-03-24,Paracetamol,80
2023-03-25,Paracetamol,83
2023-03-26,Paracetamol,94
2023-03-27,Paracetamol,114
2023-03-28,Paracetamol,122
2023-03-29,Paracetamol,105
2023-03-30,Paracetamol,98
2023-03-31,Paracetamol,85
2023-04-01,Paracetamol,82
2023-04-02,Paracetamol,97
2023-04-03,Paracetamol,101
2023-04-04,Paracetamol,114
2023-04-05,Paracetamol,103
2023-04-06,Paracetamol,86
2023-04-07,Paracetamol,86
2023-04-08,Paracetamol,100
2023-04-09,Paracetamol,137
2023-04-10,Paracetamol,150
2023-04-11,Paracetamol,137
2023-04-12,Paracetamol,122
2023-04-13,Paracetamol,102
2023-04-14,Paracetamol,82
2023-04-15,Paracetamol,89
2023-04-16,Paracetamol,97
2023-04-17,Paracetamol,121
2023-04-18,Paracetamol,120
2023-04-19,Paracetamol,110
2023-04-20,Paracetamol,92
2023-04-21,Paracetamol,76
2023-04-22,Paracetamol,84
2023-04-23,Paracetamol,101
2023-04-24,Paracetamol,108
2023-04-25,Paracetamol,119
2023-04-26,Paracetamol,114
2023-04-27,Paracetamol,93
2023-04-28,Paracetamol,87
2023-04-29,Paracetamol,86
2023-04-30,Paracetamol,95
2023-05-01,Paracetamol,119
2023-05-02,Paracetamol,113
2023-05-03,Paracetamol,107
2023-05-04,Paracetamol,89
2023-05-05,Paracetamol,77
2023-05-06,Paracetamol,96
2023-05-07,Paracetamol,99
2023-05-08,Paracetamol,124
2023-05-09,Paracetamol,121
2023-05-10,Paracetamol,104
2023-05-11,Paracetamol,89
2023-05-12,Paracetamol,80
2023-05-13,Paracetamol,82
2023-05-14,Paracetamol,98
2023-05-15,Paracetamol,118
2023-05-16,Paracetamol,121
2023-05-17,Paracetamol,112
2023-05-18,Paracetamol,98
2023-05-19,Paracetamol,78
2023-05-20,Paracetamol,89
2023-05-21,Paracetamol,106
2023-05-22,Paracetamol,122
2023-05-23,Paracetamol,110
2023-05-24,Paracetamol,117
2023-05-25,Paracetamol,88
2023-05-26,Paracetamol,71
2023-05-27,Paracetamol,93
2023-05-28,Paracetamol,102
2023-05-29,Paracetamol,118
2023-05-30,Paracetamol,117
2023-05-31,Paracetamol,109
2023-06-01,Paracetamol,90
2023-06-02,Paracetamol,77
2023-06-03,Paracetamol,84
2023-06-04,Paracetamol,100
2023-06-05,Paracetamol,109
2023-06-06,Paracetamol,119
2023-06-07,Paracetamol,99
2023-06-08,Paracetamol,100
2023-06-09,Paracetamol,79
2023-06-10,Paracetamol,79
2023-06-11,Paracetamol,102
2023-06-12,Paracetamol,111
2023-06-13,Paracetamol,119
2023-06-14,Paracetamol,110
2023-06-15,Paracetamol,86
2023-06-16,Paracetamol,90
2023-06-17,Paracetamol,94
2023-06-18,Paracetamol,97
2023-06-19,Paracetamol,110
2023-06-20,Paracetamol,116
2023-06-21,Paracetamol,106
2023-06-22,Paracetamol,96
2023-06-23,Paracetamol,77
2023-06-24,Paracetamol,78
2023-06-25,Paracetamol,100
2023-06-26,Paracetamol,108
2023-06-27,Paracetamol,124
2023-06-28,Paracetamol,111
2023-06-29,Paracetamol,88
2023-06-30,Paracetamol,78
2023-07-01,Paracetamol,85
2023-07-02,Paracetamol,94
2023-07-03,Paracetamol,111
2023-07-04,Paracetamol,118
2023-07-05,Paracetamol,102
2023-07-06,Paracetamol,89
2023-07-07,Paracetamol,75
2023-07-08,Paracetamol,91
2023-07-09,Paracetamol,97
2023-07-10,Paracetamol,110
2023-07-11,Paracetamol,122
2023-07-12,Paracetamol,105
2023-07-13,Paracetamol,85
2023-07-14,Paracetamol,85
2023-07-15,Paracetamol,83
2023-07-16,Paracetamol,107
2023-07-17,Paracetamol,125
2023-07-18,Paracetamol,140
2023-07-19,Paracetamol,140
2023-07-20,Paracetamol,114
2023-07-21,Paracetamol,96
2023-07-22,Paracetamol,105
2023-07-23,Paracetamol,111
2023-07-24,Paracetamol,118
2023-07-25,Paracetamol,124
2023-07-26,Paracetamol,111
2023-07-27,Paracetamol,96
2023-07-28,Paracetamol,74
2023-07-29,Paracetamol,84
2023-07-30,Paracetamol,105
2023-07-31,Paracetamol,124
2023-08-01,Paracetamol,116
2023-08-02,Paracetamol,109
2023-08-03,Paracetamol,91
2023-08-04,Paracetamol,74
2023-08-05,Paracetamol,82
2023-08-06,Paracetamol,92
2023-08-07,Paracetamol,114
2023-08-08,Paracetamol,114
2023-08-09,Paracetamol,109
2023-08-10,Paracetamol,89
2023-08-11,Paracetamol,78
2023-08-12,Paracetamol,92
2023-08-13,Paracetamol,100
2023-08-14,Paracetamol,125
2023-08-15,Paracetamol,121
2023-08-16,Paracetamol,112
2023-08-17,Paracetamol,86
2023-08-18,Paracetamol,77
2023-08-19,Paracetamol,84
2023-08-20,Paracetamol,106
2023-08-21,Paracetamol,113
2023-08-22,Paracetamol,112
2023-08-23,Paracetamol,110
2023-08-24,Paracetamol,91
2023-08-25,Paracetamol,77
2023-08-26,Paracetamol,82
2023-08-27,Paracetamol,95
2023-08-28,Paracetamol,120
2023-08-29,Paracetamol,119
2023-08-30,Paracetamol,109
2023-08-31,Paracetamol,88
2023-09-01,Paracetamol,87
2023-09-02,Paracetamol,85
2023-09-03,Paracetamol,89
2023-09-04,Paracetamol,117
2023-09-05,Paracetamol,118
2023-09-06,Paracetamol,107
2023-09-07,Paracetamol,96
2023-09-08,Paracetamol,80
2023-09-09,Paracetamol,92
2023-09-10,Paracetamol,100
2023-09-11,Paracetamol,113
2023-09-12,Paracetamol,110
2023-09-13,Paracetamol,105
2023-09-14,Paracetamol,89
2023-09-15,Paracetamol,87
2023-09-16,Paracetamol,82
2023-09-17,Paracetamol,108
2023-09-18,Paracetamol,109
2023-09-19,Paracetamol,115
2023-09-20,Paracetamol,114
2023-09-21,Paracetamol,88
2023-09-22,Paracetamol,85
2023-09-23,Paracetamol,80
2023-09-24,Paracetamol,96
2023-09-25,Paracetamol,118
2023-09-26,Paracetamol,115
2023-09-27,Paracetamol,107
2023-09-28,Paracetamol,93
2023-09-29,Paracetamol,79
2023-09-30,Paracetamol,82
2023-10-01,Paracetamol,96
2023-10-02,Paracetamol,133
2023-10-03,Paracetamol,149
2023-10-04,Paracetamol,139
2023-10-05,Paracetamol,117
2023-10-06,Paracetamol,100
2023-10-07,Paracetamol,103
2023-10-08,Paracetamol,113
2023-10-09,Paracetamol,116
2023-10-10,Paracetamol,125
2023-10-11,Paracetamol,111
2023-10-12,Paracetamol,96
2023-10-13,Paracetamol,72
2023-10-14,Paracetamol,82
2023-10-15,Paracetamol,99
2023-10-16,Paracetamol,113
2023-10-17,Paracetamol,129
2023-10-18,Paracetamol,106
2023-10-19,Paracetamol,93
2023-10-20,Paracetamol,81
2023-10-21,Paracetamol,82
2023-10-22,Paracetamol,96
2023-10-23,Paracetamol,125
2023-10-24,Paracetamol,118
2023-10-25,Paracetamol,113
2023-10-26,Paracetamol,91
2023-10-27,Paracetamol,78
2023-10-28,Paracetamol,84
2023-10-29,Paracetamol,101
2023-10-30,Paracetamol,113
2023-10-31,Paracetamol,115
2023-11-01,Paracetamol,111
2023-11-02,Paracetamol,91
2023-11-03,Paracetamol,77
2023-11-04,Paracetamol,79
2023-11-05,Paracetamol,101
2023-11-06,Paracetamol,106
2023-11-07,Paracetamol,118
2023-11-08,Paracetamol,109
2023-11-09,Paracetamol,100
2023-11-10,Paracetamol,80
2023-11-11,Paracetamol,82
2023-11-12,Paracetamol,101
2023-11-13,Paracetamol,112
2023-11-14,Paracetamol,118
2023-11-15,Paracetamol,108
2023-11-16,Paracetamol,94
2023-11-17,Paracetamol,77
2023-11-18,Paracetamol,84
2023-11-19,Paracetamol,91
2023-11-20,Paracetamol,118
2023-11-21,Paracetamol,118
2023-11-22,Paracetamol,118
2023-11-23,Paracetamol,93
2023-11-24,Paracetamol,76
2023-11-25,Paracetamol,78
2023-11-26,Paracetamol,103
2023-11-27,Paracetamol,124
2023-11-28,Paracetamol,126
2023-11-29,Paracetamol,102
2023-11-30,Paracetamol,92
2023-12-01,Paracetamol,86
2023-12-02,Paracetamol,77
2023-12-03,Paracetamol,105
2023-12-04,Paracetamol,112
2023-12-05,Paracetamol,118
2023-12-06,Paracetamol,110
2023-12-07,Paracetamol,96
2023-12-08,Paracetamol,88
2023-12-09,Paracetamol,82
2023-12-10,Paracetamol,97
2023-12-11,Paracetamol,112
2023-12-12,Paracetamol,123
2023-12-13,Paracetamol,113
2023-12-14,Paracetamol,95
2023-12-15,Paracetamol,81
2023-12-16,Paracetamol,86
2023-12-17,Paracetamol,98
2023-12-18,Paracetamol,114
2023-12-19,Paracetamol,123
2023-12-20,Paracetamol,109
2023-12-21,Paracetamol,88
2023-12-22,Paracetamol,85
2023-12-23,Paracetamol,81
2023-12-24,Paracetamol,100
2023-12-25,Paracetamol,109
2023-12-26,Paracetamol,114
2023-12-27,Paracetamol,108
2023-12-28,Paracetamol,87
2023-12-29,Paracetamol,79
2023-12-30,Paracetamol,90
2023-12-31,Paracetamol,99
2023-01-01,Ibuprofen,104
2023-01-02,Ibuprofen,111
2023-01-03,Ibuprofen,122
2023-01-04,Ibuprofen,103
2023-01-05,Ibuprofen,90
2023-01-06,Ibuprofen,83
2023-01-07,Ibuprofen,84
2023-01-08,Ibuprofen,104
2023-01-09,Ibuprofen,119
2023-01-10,Ibuprofen,118
2023-01-11,Ibuprofen,118
2023-01-12,Ibuprofen,101
2023-01-13,Ibuprofen,92
2023-01-14,Ibuprofen,107
2023-01-15,Ibuprofen,130
2023-01-16,Ibuprofen,146
2023-01-17,Ibuprofen,138
2023-01-18,Ibuprofen,119
2023-01-19,Ibuprofen,98
2023-01-20,Ibuprofen,83
2023-01-21,Ibuprofen,86
2023-01-22,Ibuprofen,99
2023-01-23,Ibuprofen,111
2023-01-24,Ibuprofen,113
2023-01-25,Ibuprofen,105
2023-01-26,Ibuprofen,89
2023-01-27,Ibuprofen,88
2023-01-28,Ibuprofen,90
2023-01-29,Ibuprofen,97
2023-01-30,Ibuprofen,117
2023-01-31,Ibuprofen,119
2023-02-01,Ibuprofen,109
2023-02-02,Ibuprofen,88
2023-02-03,Ibuprofen,91
2023-02-04,Ibuprofen,93
2023-02-05,Ibuprofen,98
2023-02-06,Ibuprofen,112
2023-02-07,Ibuprofen,124
2023-02-08,Ibuprofen,102
2023-02-09,Ibuprofen,95
2023-02-10,Ibuprofen,81
2023-02-11,Ibuprofen,77
2023-02-12,Ibuprofen,99
2023-02-13,Ibuprofen,112
2023-02-14,Ibuprofen,120
2023-02-15,Ibuprofen,108
2023-02-16,Ibuprofen,84
2023-02-17,Ibuprofen,78
2023-02-18,Ibuprofen,87
2023-02-19,Ibuprofen,103
2023-02-20,Ibuprofen,113
2023-02-21,Ibuprofen,121
2023-02-22,Ibuprofen,110
2023-02-23,Ibuprofen,91
2023-02-24,Ibuprofen,82
2023-02-25,Ibuprofen,79
2023-02-26,Ibuprofen,100
2023-02-27,Ibuprofen,107
2023-02-28,Ibuprofen,119
2023-03-01,Ibuprofen,115
2023-03-02,Ibuprofen,89
2023-03-03,Ibuprofen,87
2023-03-04,Ibuprofen,82
2023-03-05,Ibuprofen,94
2023-03-06,Ibuprofen,118
2023-03-07,Ibuprofen,121
2023-03-08,Ibuprofen,120
2023-03-09,Ibuprofen,86
2023-03-10,Ibuprofen,82
2023-03-11,Ibuprofen,86
2023-03-12,Ibuprofen,105
2023-03-13,Ibuprofen,118
2023-03-14,Ibuprofen,118
2023-03-15,Ibuprofen,103
2023-03-16,Ibuprofen,93
2023-03-17,Ibuprofen,82
2023-03-18,Ibuprofen,87
2023-03-19,Ibuprofen,98
2023-03-20,Ibuprofen,117
2023-03-21,Ibuprofen,111
2023-03-22,Ibuprofen,103
2023-03-23,Ibuprofen,95
2023-03-24,Ibuprofen,81
2023-03-25,Ibuprofen,86
2023-03-26,Ibuprofen,97
2023-03-27,Ibuprofen,112
2023-03-28,Ibuprofen,117
2023-03-29,Ibuprofen,109
2023-03-30,Ibuprofen,94
2023-03-31,Ibuprofen,79
2023-04-01,Ibuprofen,76
2023-04-02,Ibuprofen,102
2023-04-03,Ibuprofen,117
2023-04-04,Ibuprofen,122
2023-04-05,Ibuprofen,113
2023-04-06,Ibuprofen,98
2023-04-07,Ibuprofen,94
2023-04-08,Ibuprofen,98
2023-04-09,Ibuprofen,123
2023-04-10,Ibuprofen,157
2023-04-11,Ibuprofen,156
2023-04-12,Ibuprofen,125
2023-04-13,Ibuprofen,104
2023-04-14,Ibuprofen,83
2023-04-15,Ibuprofen,91
2023-04-16,Ibuprofen,108
2023-04-17,Ibuprofen,128
2023-04-18,Ibuprofen,119
2023-04-19,Ibuprofen,115
2023-04-20,Ibuprofen,95
2023-04-21,Ibuprofen,85
2023-04-22,Ibuprofen,86
2023-04-23,Ibuprofen,104
2023-04-24,Ibuprofen,108
2023-04-25,Ibuprofen,119
2023-04-26,Ibuprofen,105
2023-04-27,Ibuprofen,87
2023-04-28,Ibuprofen,73
2023-04-29,Ibuprofen,81
2023-04-30,Ibuprofen,99
2023-05-01,Ibuprofen,116
2023-05-02,Ibuprofen,119
2023-05-03,Ibuprofen,113
2023-05-04,Ibuprofen,86
2023-05-05,Ibuprofen,70
2023-05-06,Ibuprofen,87
2023-05-07,Ibuprofen,99
2023-05-08,Ibuprofen,115
2023-05-09,Ibuprofen,115
2023-05-10,Ibuprofen,113
2023-05-11,Ibuprofen,89
2023-05-12,Ibuprofen,76
2023-05-13,Ibuprofen,92
2023-05-14,Ibuprofen,103
2023-05-15,Ibuprofen,115
2023-05-16,Ibuprofen,107
2023-05-17,Ibuprofen,107
2023-05-18,Ibuprofen,91
2023-05-19,Ibuprofen,87
2023-05-20,Ibuprofen,75
2023-05-21,Ibuprofen,107
2023-05-22,Ibuprofen,117
2023-05-23,Ibuprofen,113
2023-05-24,Ibuprofen,113
2023-05-25,Ibuprofen,90
2023-05-26,Ibuprofen,72
2023-05-27,Ibuprofen,82
2023-05-28,Ibuprofen,101
2023-05-29,Ibuprofen,115
2023-05-30,Ibuprofen,122
2023-05-31,Ibuprofen,114
2023-06-01,Ibuprofen,85
2023-06-02,Ibuprofen,80
2023-06-03,Ibuprofen,81
2023-06-04,Ibuprofen,93
2023-06-05,Ibuprofen,115
2023-06-06,Ibuprofen,121
2023-06-07,Ibuprofen,111
2023-06-08,Ibuprofen,89
2023-06-09,Ibuprofen,75
2023-06-10,Ibuprofen,81
2023-06-11,Ibuprofen,90
2023-06-12,Ibuprofen,109
2023-06-13,Ibuprofen,113
2023-06-14,Ibuprofen,112
2023-06-15,Ibuprofen,95
2023-06-16,Ibuprofen,91
2023-06-17,Ibuprofen,85
2023-06-18,Ibuprofen,97
2023-06-19,Ibuprofen,115
2023-06-20,Ibuprofen,118
2023-06-21,Ibuprofen,105
2023-06-22,Ibuprofen,92
2023-06-23,Ibuprofen,81
2023-06-24,Ibuprofen,83
2023-06-25,Ibuprofen,98
2023-06-26,Ibuprofen,118
2023-06-27,Ibuprofen,116
2023-06-28,Ibuprofen,106
2023-06-29,Ibuprofen,93
2023-06-30,Ibuprofen,85
2023-07-01,Ibuprofen,88
2023-07-02,Ibuprofen,98
2023-07-03,Ibuprofen,109
2023-07-04,Ibuprofen,118
2023-07-05,Ibuprofen,109
2023-07-06,Ibuprofen,85
2023-07-07,Ibuprofen,78
2023-07-08,Ibuprofen,90
2023-07-09,Ibuprofen,100
2023-07-10,Ibuprofen,112
2023-07-11,Ibuprofen,119
2023-07-12,Ibuprofen,109
2023-07-13,Ibuprofen,89
2023-07-14,Ibuprofen,84
2023-07-15,Ibuprofen,75
2023-07-16,Ibuprofen,105
2023-07-17,Ibuprofen,122
2023-07-18,Ibuprofen,145
2023-07-19,Ibuprofen,128
2023-07-20,Ibuprofen,124
2023-07-21,Ibuprofen,96
2023-07-22,Ibuprofen,100
2023-07-23,Ibuprofen,105
2023-07-24,Ibuprofen,124
2023-07-25,Ibuprofen,119
2023-07-26,Ibuprofen,105
2023-07-27,Ibuprofen,98
2023-07-28,Ibuprofen,79
2023-07-29,Ibuprofen,86
2023-07-30,Ibuprofen,104
2023-07-31,Ibuprofen,111
2023-08-01,Ibuprofen,121
2023-08-02,Ibuprofen,111
2023-08-03,Ibuprofen,83
2023-08-04,Ibuprofen,82
2023-08-05,Ibuprofen,82
2023-08-06,Ibuprofen,108
2023-08-07,Ibuprofen,119
2023-08-08,Ibuprofen,121
2023-08-09,Ibuprofen,98
2023-08-10,Ibuprofen,93
2023-08-11,Ibuprofen,76
2023-08-12,Ibuprofen,88
2023-08-13,Ibuprofen,99
2023-08-14,Ibuprofen,113
2023-08-15,Ibuprofen,117
2023-08-16,Ibuprofen,106
2023-08-17,Ibuprofen,84
2023-08-18,Ibuprofen,74
2023-08-19,Ibuprofen,82
2023-08-20,Ibuprofen,107
2023-08-21,Ibuprofen,119
2023-08-22,Ibuprofen,123
2023-08-23,Ibuprofen,114
2023-08-24,Ibuprofen,92
2023-08-25,Ibuprofen,78
2023-08-26,Ibuprofen,82
2023-08-27,Ibuprofen,95
2023-08-28,Ibuprofen,119
2023-08-29,Ibuprofen,114
2023-08-30,Ibuprofen,119
2023-08-31,Ibuprofen,86
2023-09-01,Ibuprofen,86
2023-09-02,Ibuprofen,90
2023-09-03,Ibuprofen,103
2023-09-04,Ibuprofen,123
2023-09-05,Ibuprofen,118
2023-09-06,Ibuprofen,109
2023-09-07,Ibuprofen,92
2023-09-08,Ibuprofen,83
2023-09-09,Ibuprofen,75
2023-09-10,Ibuprofen,99
2023-09-11,Ibuprofen,119
2023-09-12,Ibuprofen,117
2023-09-13,Ibuprofen,118
2023-09-14,Ibuprofen,91
2023-09-15,Ibuprofen,83
2023-09-16,Ibuprofen,92
2023-09-17,Ibuprofen,100
2023-09-18,Ibuprofen,123
2023-09-19,Ibuprofen,122
2023-09-20,Ibuprofen,111
2023-09-21,Ibuprofen,86
2023-09-22,Ibuprofen,86
2023-09-23,Ibuprofen,81
2023-09-24,Ibuprofen,99
2023-09-25,Ibuprofen,121
2023-09-26,Ibuprofen,117
2023-09-27,Ibuprofen,110
2023-09-28,Ibuprofen,91
2023-09-29,Ibuprofen,80
2023-09-30,Ibuprofen,84
2023-10-01,Ibuprofen,97
2023-10-02,Ibuprofen,128
2023-10-03,Ibuprofen,143
2023-10-04,Ibuprofen,133
2023-10-05,Ibuprofen,115
2023-10-06,Ibuprofen,107
2023-10-07,Ibuprofen,97
2023-10-08,Ibuprofen,108
2023-10-09,Ibuprofen,114
2023-10-10,Ibuprofen,120
2023-10-11,Ibuprofen,104
2023-10-12,Ibuprofen,88
2023-10-13,Ibuprofen,76
2023-10-14,Ibuprofen,88
2023-10-15,Ibuprofen,93
2023-10-16,Ibuprofen,116
2023-10-17,Ibuprofen,118
2023-10-18,Ibuprofen,115
2023-10-19,Ibuprofen,95
2023-10-20,Ibuprofen,74
2023-10-21,Ibuprofen,81
2023-10-22,Ibuprofen,99
2023-10-23,Ibuprofen,112
2023-10-24,Ibuprofen,124
2023-10-25,Ibuprofen,109
2023-10-26,Ibuprofen,90
2023-10-27,Ibuprofen,85
2023-10-28,Ibuprofen,78
2023-10-29,Ibuprofen,98
2023-10-30,Ibuprofen,116
2023-10-31,Ibuprofen,118
2023-11-01,Ibuprofen,93
2023-11-02,Ibuprofen,93
2023-11-03,Ibuprofen,83
2023-11-04,Ibuprofen,79
2023-11-05,Ibuprofen,89
2023-11-06,Ibuprofen,112
2023-11-07,Ibuprofen,118
2023-11-08,Ibuprofen,108
2023-11-09,Ibuprofen,81
2023-11-10,Ibuprofen,81
2023-11-11,Ibuprofen,89
2023-11-12,Ibuprofen,104
2023-11-13,Ibuprofen,121
2023-11-14,Ibuprofen,113
2023-11-15,Ibuprofen,113
2023-11-16,Ibuprofen,86
2023-11-17,Ibuprofen,84
2023-11-18,Ibuprofen,80
2023-11-19,Ibuprofen,101
2023-11-20,Ibuprofen,123
2023-11-21,Ibuprofen,124
2023-11-22,Ibuprofen,104
2023-11-23,Ibuprofen,85
2023-11-24,Ibuprofen,84
2023-11-25,Ibuprofen,90
2023-11-26,Ibuprofen,102
2023-11-27,Ibuprofen,113
2023-11-28,Ibuprofen,119
2023-11-29,Ibuprofen,110
2023-11-30,Ibuprofen,90
2023-12-01,Ibuprofen,75
2023-12-02,Ibuprofen,89
2023-12-03,Ibuprofen,109
2023-12-04,Ibuprofen,122
2023-12-05,Ibuprofen,108
2023-12-06,Ibuprofen,114
2023-12-07,Ibuprofen,94
2023-12-08,Ibuprofen,77
2023-12-09,Ibuprofen,74
2023-12-10,Ibuprofen,99
2023-12-11,Ibuprofen,117
2023-12-12,Ibuprofen,113
2023-12-13,Ibuprofen,114
2023-12-14,Ibuprofen,97
2023-12-15,Ibuprofen,82
2023-12-16,Ibuprofen,77
2023-12-17,Ibuprofen,98
2023-12-18,Ibuprofen,119
2023-12-19,Ibuprofen,122
2023-12-20,Ibuprofen,105
2023-12-21,Ibuprofen,88
2023-12-22,Ibuprofen,76
2023-12-23,Ibuprofen,82
2023-12-24,Ibuprofen,97
2023-12-25,Ibuprofen,112
2023-12-26,Ibuprofen,118
2023-12-27,Ibuprofen,108
2023-12-28,Ibuprofen,96
2023-12-29,Ibuprofen,71
2023-12-30,Ibuprofen,90
2023-12-31,Ibuprofen,96
2023-01-01,Sudafed,109
2023-01-02,Sudafed,119
2023-01-03,Sudafed,122
2023-01-04,Sudafed,108
2023-01-05,Sudafed,101
2023-01-06,Sudafed,80
2023-01-07,Sudafed,91
2023-01-08,Sudafed,97
2023-01-09,Sudafed,119
2023-01-10,Sudafed,128
2023-01-11,Sudafed,104
2023-01-12,Sudafed,93
2023-01-13,Sudafed,76
2023-01-14,Sudafed,86
2023-01-15,Sudafed,109
2023-01-16,Sudafed,110
2023-01-17,Sudafed,120
2023-01-18,Sudafed,104
2023-01-19,Sudafed,90
2023-01-20,Sudafed,83
2023-01-21,Sudafed,82
2023-01-22,Sudafed,107
2023-01-23,Sudafed,118
2023-01-24,Sudafed,112
2023-01-25,Sudafed,110
2023-01-26,Sudafed,98
2023-01-27,Sudafed,83
2023-01-28,Sudafed,85
2023-01-29,Sudafed,98
2023-01-30,Sudafed,115
2023-01-31,Sudafed,119
2023-02-01,Sudafed,96
2023-02-02,Sudafed,93
2023-02-03,Sudafed,85
2023-02-04,Sudafed,80
2023-02-05,Sudafed,101
2023-02-06,Sudafed,117
2023-02-07,Sudafed,123
2023-02-08,Sudafed,108
2023-02-09,Sudafed,94
2023-02-10,Sudafed,74
2023-02-11,Sudafed,79
2023-02-12,Sudafed,102
2023-02-13,Sudafed,114
2023-02-14,Sudafed,111
2023-02-15,Sudafed,110
2023-02-16,Sudafed,84
2023-02-17,Sudafed,94
2023-02-18,Sudafed,73
2023-02-19,Sudafed,100
2023-02-20,Sudafed,110
2023-02-21,Sudafed,124
2023-02-22,Sudafed,106
2023-02-23,Sudafed,96
2023-02-24,Sudafed,84
2023-02-25,Sudafed,79
2023-02-26,Sudafed,96
2023-02-27,Sudafed,113
2023-02-28,Sudafed,119
2023-03-01,Sudafed,107
2023-03-02,Sudafed,94
2023-03-03,Sudafed,81
2023-03-04,Sudafed,81
2023-03-05,Sudafed,95
2023-03-06,Sudafed,111
2023-03-07,Sudafed,121
2023-03-08,Sudafed,107
2023-03-09,Sudafed,101
2023-03-10,Sudafed,80
2023-03-11,Sudafed,85
2023-03-12,Sudafed,90
2023-03-13,Sudafed,108
2023-03-14,Sudafed,113
2023-03-15,Sudafed,106
2023-03-16,Sudafed,83
2023-03-17,Sudafed,74
2023-03-18,Sudafed,87
2023-03-19,Sudafed,95
2023-03-20,Sudafed,115
2023-03-21,Sudafed,122
2023-03-22,Sudafed,113
2023-03-23,Sudafed,92
2023-03-24,Sudafed,82
2023-03-25,Sudafed,89
2023-03-26,Sudafed,102
2023-03-27,Sudafed,120
2023-03-28,Sudafed,108
2023-03-29,Sudafed,108
2023-03-30,Sudafed,91
2023-03-31,Sudafed,79
2023-04-01,Sudafed,84
2023-04-02,Sudafed,97
2023-04-03,Sudafed,119
2023-04-04,Sudafed,116
